,CharacterName,WikiLink,universe,woman,man,good,bad
1767,Dale and Stacey Yorkes,Pride (comics)#The Yorkes family,Marvel,0,0,0,0
1768,Yukio,Yukio (comics),Marvel,0,0,0,0
1769,Zabu,Zabu,Marvel,0,0,0,0
1770,Zarathos,Zarathos,Marvel,0,0,0,0
1771,Zarrko,Zarrko,Marvel,0,0,0,0
1772,Zeitgeist,X-Statix#X-Force,Marvel,0,0,0,0
1773,Helmut Zemo,Helmut Zemo,Marvel,0,1,0,1
1774,Zero-G,Alex Power,Marvel,0,0,0,0
1775,Zeus,Zeus (Marvel Comics),Marvel,0,0,0,0
1776,Zheng Bao Yu,Zheng Bao Yu,Marvel,0,0,0,0
1777,Zheng Zu,Zheng Zu,Marvel,0,0,0,0
1778,Arnim Zola,Arnim Zola,Marvel,0,0,0,0
1779,Zombie,Zombie (comics),Marvel,0,1,1,0
1780,Zorro,Zorro (comics),Marvel,0,0,1,0
1781,Carlo Zota,Enclave (comics),Marvel,0,0,0,0
1782,Zuras,list of Eternals,Marvel,0,0,0,0
1783,Zzzax,Zzzax,Marvel,0,0,0,0
1784,3-D Man,3-D Man,Marvel,0,1,1,0
1785,Abin Sur,Abin Sur,DC,0,1,1,0
1786,Abra Kadabra (character),Abra Kadabra (character),DC,0,0,0,0
1787,Abby Holland,Abby Holland,DC,0,0,0,0
1788,Ace the Bat-Hound,Ace the Bat-Hound,DC,0,0,0,0
1789,Adam Strange,Adam Strange,DC,0,1,1,0
1790,Agent Liberty,Agent Liberty,DC,0,1,0,1
1791,Air Wave,Air Wave,DC,0,1,1,0
1792,Alias the Spider,Spider (DC Comics),DC,0,0,0,0
1793,Alura,Alura (DC Comics),DC,0,0,0,0
1794,Amazo,Amazo,DC,0,1,0,1
1795,Ambush Bug,Ambush Bug,DC,0,1,1,0
1796,Amazing-Man,Amazing-Man (DC Comics),DC,0,1,1,0
1797,"Amethyst, Princess of Gemworld","Amethyst, Princess of Gemworld",DC,1,0,1,0
1798,Amygdala,Amygdala (comics),DC,0,0,0,0
1799,Anarky,Anarky,DC,0,1,0,1
1800,Andrew Bennett,I...Vampire,DC,0,0,0,0
1801,Andromeda,Laurel Gand,DC,0,0,0,0
1802,Angel O'Day,Angel and the Ape,DC,0,0,0,0
1803,Animal Man,Animal Man,DC,0,1,1,0
1804,Animal-Vegetable-Mineral Man,Animal-Vegetable-Mineral Man,DC,0,1,0,1
1805,Anti-Monitor,Anti-Monitor,DC,0,1,0,1
1806,Antiope,Antiope (character),DC,0,0,0,0
1807,Anton Arcane,Anton Arcane,DC,0,0,0,0
1808,Anthro,Anthro (comics),DC,0,0,0,0
1809,Apache Chief,Apache Chief,DC,0,0,0,0
1810,Apparition,Phantom Girl,DC,1,0,1,0
1811,Aquagirl,Aquagirl,DC,1,0,1,0
1812,Aqualad,Aqualad,DC,0,1,1,0
1813,Aquaman,Aquaman,DC,0,1,1,0
1814,Arak,Arak (character),DC,0,0,0,0
1815,Ares,Ares (DC Comics),DC,0,1,0,1
1816,Argent,Argent (character),DC,0,0,0,0
1817,Arion,Arion (character),DC,0,1,1,0
1818,Arisia Rrab,Arisia Rrab,DC,0,0,0,0
1819,Jeremiah Arkham,Jeremiah Arkham,DC,0,1,0,1
1820,Arrowette,Arrowette,DC,1,0,1,0
1821,Arsenal,Roy Harper (character),DC,0,1,1,0
1822,Artemis of Bana-Mighdall,Artemis of Bana-Mighdall,DC,1,0,1,0
1823,Atom,Atom (character),DC,0,1,1,0
1824,Atomic Knight,Atomic Knight,DC,0,0,0,0
1825,Atomic Skull,Atomic Skull,DC,0,1,0,1
1826,Atom-Smasher,Albert Rothstein,DC,0,0,0,0
1827,Atrocitus,Atrocitus,DC,0,0,0,0
1828,Azrael,Azrael (DC Comics),DC,0,1,0,1
1829,Aztek,Aztek (character),DC,0,1,1,0
1830,B'wana Beast,B'wana Beast,DC,0,0,0,0
1831,Baby-Doll,Baby-Doll (character),DC,0,0,0,0
1832,Bane,Bane (DC Comics),DC,0,1,0,1
1833,Baron Bedlam,Baron Bedlam,DC,0,0,0,0
1834,Baron Blitzkrieg,Baron Blitzkrieg,DC,0,1,0,1
1835,Battalion,Battalion (DC Comics),DC,0,1,1,0
1836,Batgirl,Batgirl,DC,1,0,1,0
1837,Batman,Batman,DC,0,1,1,0
1838,Bat-Mite,Bat-Mite,DC,0,0,0,0
1839,Batwing,Batwing (DC Comics),DC,0,0,0,0
1840,Batwoman,Batwoman,DC,1,0,1,0
1841,Beast Boy,Beast Boy,DC,0,1,1,0
1842,Bekka,Bekka,DC,0,0,0,0
1843,Beppo,Beppo (comics),DC,0,0,0,0
1844,Bibbo Bibbowski,Bibbo Bibbowski,DC,0,0,0,0
1845,Big Barda,Big Barda,DC,1,0,0,1
1846,Bizarro,Bizarro,DC,0,1,0,1
1847,Black Adam,Black Adam,DC,0,1,0,1
1848,Black Alice,Black Alice (comics),DC,0,0,0,0
1849,Black Canary,Black Canary,DC,1,0,1,0
1850,Black Condor,Black Condor,DC,0,1,1,0
1851,Black Flash,Black Flash,DC,0,1,0,1
1852,Black Hand,Black Hand (character),DC,0,0,0,0
1853,Black Lightning,Black Lightning,DC,0,1,1,0
1854,Black Manta,Black Manta,DC,0,1,0,1
1855,Black Mask (character),Black Mask (character),DC,0,1,0,1
1856,Black Orchid,Black Orchid (character),DC,0,0,0,0
1857,Black Thorn,Black Thorn (comics),DC,0,0,0,0
1858,Black Vulcan,Black Vulcan,DC,0,1,1,0
1859,Blackhawk,Blackhawk (DC Comics),DC,0,0,0,0
1860,Blaze,Blaze and Satanus,DC,0,0,0,0
1861,Blok,Blok (comics),DC,0,0,0,0
1862,Blockbuster,Blockbuster (DC Comics),DC,0,0,0,0
1863,Bloodsport,Bloodsport (comics),DC,0,0,0,0
1864,Blue Beetle,Blue Beetle,DC,0,1,1,0
1865,Blue Devil,Blue Devil (DC Comics),DC,0,1,1,0
1866,Bombshell,Bombshell (DC Comics),DC,0,0,0,0
1867,Boodikka,Boodikka,DC,1,0,1,0
1868,Booster Gold,Booster Gold,DC,0,1,1,0
1869,Bouncing Boy,Bouncing Boy,DC,0,0,0,0
1870,Bozo the Iron Man,Bozo the Iron Man,DC,0,0,0,0
1871,Brain,Brain (DC Comics),DC,0,1,0,1
1872,Brain Wave,Brain Wave (character),DC,0,0,0,0
1873,Brainiac,Brainiac (character),DC,0,1,0,1
1874,Brainiac 5,Brainiac 5,DC,0,1,1,0
1875,Brainiac 8,Brainiac 8,DC,0,0,0,0
1876,Brainwave,Brainwave (character),DC,0,0,0,0
1877,Brick,Brick (character),DC,0,0,0,0
1878,Bronze Tiger,Bronze Tiger,DC,0,0,1,0
1879,Brother Blood,Brother Blood,DC,0,1,0,1
1880,Brutale,Brutale (DC Comics),DC,0,1,0,1
1881,Bug-Eyed Bandit,Bug-Eyed Bandit,DC,0,0,0,0
1882,Bulleteer,Bulleteer,DC,1,0,1,0
1883,Bulletman and Bulletgirl,Bulletman and Bulletgirl,DC,1,0,1,0
1884,Bumblebee,Bumblebee (comics),DC,1,0,1,0
1885,Bushido,Bushido (comics),DC,0,1,1,0
1886,Calendar Man,Calendar Man,DC,0,1,0,1
1887,Calculator,Calculator (character),DC,0,1,0,1
1888,Captain Atom,Captain Atom,DC,0,1,1,0
1889,Captain Boomerang,Captain Boomerang,DC,0,1,0,1
1890,Captain Cold,Captain Cold,DC,0,1,0,1
1891,Captain Comet,Captain Comet,DC,0,1,0,1
1892,Captain Marvel,Captain Marvel (DC Comics),DC,1,0,1,0
1893,Captain Marvel Jr.,Captain Marvel Jr.,DC,0,1,1,0
1894,Captain Nazi,Captain Nazi,DC,0,1,0,1
1895,Catwoman,Catwoman,DC,1,0,0,1
1896,Ch'p,Ch'p,DC,0,1,1,0
1897,Chameleon Boy,Reep Daggle,DC,0,0,0,0
1898,King Chimera,King Chimera,DC,0,0,0,0
1899,Chris KL-99,Chris KL-99,DC,0,0,0,0
1900,Cheetah,Cheetah (character),DC,1,0,0,1
1901,Chemo,Chemo (character),DC,0,1,0,1
1902,Cheshire,Cheshire (comics),DC,0,0,0,0
1903,Chief,Chief (DC Comics),DC,0,1,1,0
1904,Chris Kent,Chris Kent (character),DC,0,1,0,1
1905,Chronos,Chronos (character),DC,0,1,0,1
1906,Circe,Circe (character),DC,0,0,0,0
1907,Clayface,Clayface,DC,0,1,0,1
1908,Clock King,Clock King,DC,0,1,0,1
1909,Cluemaster,Cluemaster,DC,0,1,0,1
1910,Colossal Boy,Gim Allon,DC,0,1,1,0
1911,Comedian,Comedian (character),DC,0,0,0,0
1912,Commander Steel,Commander Steel,DC,0,1,1,0
1913,Conduit,Conduit (character),DC,0,0,0,0
1914,Congorilla,Congorilla,DC,0,0,0,0
1915,Cosmic Boy,Cosmic Boy,DC,0,1,1,0
1916,Count Vertigo,Count Vertigo,DC,0,1,0,1
1917,Creeper,Creeper (DC Comics),DC,0,1,0,1
1918,Crimson Avenger,Crimson Avenger,DC,0,0,0,0
1919,Crispus Allen,Crispus Allen,DC,0,1,1,0
1920,Cyborg,Cyborg (DC Comics),DC,0,1,1,0
1921,Cyborg Superman,Cyborg Superman,DC,0,1,0,1
1922,Cyclone,Cyclone (DC Comics),DC,0,0,0,0
1923,Dan the Dyna-Mite,Dan the Dyna-Mite,DC,0,0,0,0
1924,Dan Turpin,Dan Turpin,DC,0,0,0,0
1925,Darkseid,Darkseid,DC,0,1,0,1
1926,Dark Angel,Dark Angel (DC Comics),DC,0,0,0,0
1927,Dark Flash / Negative Flash,Wally West,DC,0,1,1,0
1928,Dava,Dava (comics),DC,0,0,0,0
1929,Dawnstar,Dawnstar,DC,1,0,1,0
1930,Deadman,Deadman (comics),DC,0,1,1,0
1931,Deadshot,Deadshot,DC,0,1,0,1
1932,Death,Death (DC Comics),DC,0,0,0,0
1933,Deathstroke,Deathstroke,DC,0,1,0,1
1934,Decay,Decay (DC Comics),DC,0,1,0,1
1935,DeSaad,DeSaad,DC,0,0,0,0
1936,Despero,Despero,DC,0,0,0,0
1937,Detective Chimp,Detective Chimp,DC,0,0,0,0
1938,Ding Dong Daddy,Ding Dong Daddy,DC,0,1,0,1
1939,Doctor Alchemy,Doctor Alchemy,DC,0,1,0,1
1940,Doctor Cyber,Doctor Cyber,DC,1,0,0,1
1941,Doctor Destiny,Doctor Destiny,DC,0,1,0,1
1942,Doctor Fate,Doctor Fate,DC,0,1,1,0
1943,Doctor Light,Doctor Light (character),DC,0,0,0,0
1944,Doctor Manhattan,Doctor Manhattan,DC,0,1,0,1
1945,Doctor Mid-Nite,Doctor Mid-Nite,DC,0,1,1,0
1946,Doctor Occult,Doctor Occult,DC,0,1,1,0
1947,Doctor Poison,Doctor Poison,DC,1,0,0,1
1948,Doctor Polaris,Doctor Polaris,DC,0,0,0,0
1949,Doctor Psycho,Doctor Psycho,DC,0,1,0,1
1950,Doctor Sivana,Doctor Sivana,DC,0,1,0,1
1951,Doll Man,Doll Man,DC,0,1,1,0
1952,Dollmaker,Dollmaker (comics),DC,0,0,0,0
1953,Doomsday,Doomsday (DC Comics),DC,0,1,0,1
1954,Richard Dragon,Richard Dragon,DC,0,0,0,0
1955,Dream,Dream (character),DC,0,1,1,0
1956,Dream Girl,Nura Nal,DC,0,0,0,0
1957,Duela Dent,Duela Dent,DC,1,0,0,1
1958,Eclipso,Eclipso,DC,0,1,0,1
1959,Morgan Edge,Morgan Edge,DC,0,1,0,1
1960,El Diablo,El Diablo (comics),DC,0,1,1,0
1961,Elasti-Girl,Elasti-Girl,DC,1,0,1,0
1962,Elongated Man,Elongated Man,DC,0,1,1,0
1963,Emerald Empress,Emerald Empress,DC,1,0,0,1
1964,Enchantress,Enchantress (DC Comics),DC,1,0,1,0
1965,Eradicator,Eradicator (character),DC,0,0,0,0
1966,Etrigan the Demon,Etrigan the Demon,DC,0,1,1,0
1967,Faora,Faora,DC,1,0,0,1
1968,Felix Faust,Felix Faust,DC,0,0,0,0
1969,Ferro Lad,Ferro Lad,DC,0,1,1,0
1970,Fiddler,Fiddler (comics),DC,0,1,0,1
1971,Fire,Fire (comics),DC,0,0,0,0
1972,Firebrand,Firebrand (DC Comics),DC,0,0,0,0
1973,Firefly,Firefly (DC Comics),DC,0,1,0,1
1974,Firestorm,Firestorm (character),DC,0,1,1,0
1975,Flash,Flash (DC Comics character),DC,0,1,1,0
1976,Flamebird,Flamebird,DC,1,0,1,0
1977,Flamingo,Flamingo (comics),DC,0,0,0,0
1978,Anna Fortune,Anna Fortune,DC,0,0,0,0
1979,Flex Mentallo,Flex Mentallo,DC,0,1,1,0
1980,Floronic Man,Floronic Man,DC,0,1,0,1
1981,Major Force,Major Force,DC,0,0,0,0
1982,Mr. Freeze,Mr. Freeze,DC,0,1,0,1
1983,Forerunner,Forerunner (DC Comics),DC,0,0,0,0
1984,Frankenstein,Frankenstein (DC Comics),DC,0,1,1,0
1985,Fury,Fury (DC Comics),DC,0,0,0,0
1986,G'nort,G'nort,DC,0,0,0,0
1987,Gambler,Gambler (comics),DC,0,1,0,1
1988,Ganthet,Ganthet,DC,0,0,0,0
1989,Gearhead,Gearhead (DC Comics),DC,0,0,0,0
1990,General Immortus,General Immortus,DC,0,1,0,1
1991,General Zahl,General Zahl,DC,0,1,0,1
1992,Gentleman Ghost,Gentleman Ghost,DC,0,1,0,1
1993,Geo-Force,Geo-Force,DC,0,0,0,0
1994,Giganta,Giganta,DC,1,0,0,1
1995,Gizmo,Gizmo (DC Comics),DC,0,0,0,0
1996,Glorious Godfrey,Glorious Godfrey,DC,0,0,0,0
1997,Gnarrk,Gnarrk,DC,0,0,0,0
1998,Golden Glider,Golden Glider,DC,1,0,0,1
1999,Gorilla Grodd,Gorilla Grodd,DC,0,1,0,1
2000,Green Arrow,Green Arrow,DC,0,1,1,0
2001,Green Lantern,Green Lantern,DC,1,0,1,0
2002,Guardian,Guardian (DC Comics),DC,0,1,1,0
2003,Hank Hall,Hank Hall,DC,0,0,0,0
2004,Harlequin,Harlequin (character),DC,0,0,0,0
2005,Harley Quinn,Harley Quinn,DC,1,0,0,1
2006,Harry Stein,Harry Stein (character),DC,0,0,0,0
2007,Harvey Bullock,Harvey Bullock (character),DC,0,0,0,0
2008,Hawk,Hawk and Dove,DC,0,1,1,0
2009,Hawkgirl,Hawkgirl,DC,1,0,1,0
2010,Hawkman,Hawkman,DC,0,1,1,0
2011,Hawkwoman,Hawkwoman,DC,1,0,1,0
2012,Heat Wave,Heat Wave (comics),DC,0,1,0,1
2013,Hector Hammond,Hector Hammond,DC,0,1,0,1
2014,Hippolyta,Hippolyta (DC Comics),DC,0,0,0,0
2015,Hourman,Hourman,DC,0,1,1,0
2016,Huntress,Huntress (comics),DC,1,0,1,0
2017,Hush,Hush (character),DC,0,1,0,1
2018,Hyathis,Hyathis,DC,0,0,0,0
2019,Ibis the Invincible,Ibis the Invincible,DC,0,0,0,0
2020,Ice,Ice (character),DC,0,0,0,0
2021,Icemaiden,Icemaiden,DC,1,0,1,0
2022,Icicle,Icicle (comics),DC,0,1,0,1
2023,Icon,Icon (character),DC,0,1,1,0
2024,Immortal Man,Immortal Man,DC,0,0,0,0
2025,Impulse,Impulse (DC Comics),DC,0,1,1,0
2026,Inspector Henderson,Inspector Henderson,DC,0,0,0,0
2027,Invisible Kid,Invisible Kid,DC,0,0,0,0
2028,Ion,Ion (DC Comics),DC,0,0,0,0
2029,Iris West,Iris West,DC,0,0,0,0
2030,Isamot Kol,Isamot Kol,DC,0,0,0,0
2031,Isis,Isis (DC Comics),DC,1,0,1,0
2032,J.A.K.E. 1,G.I. Robot#J.A.K.E. 1,DC,0,0,0,0
2033,J.A.K.E. 2,G.I. Robot#J.A.K.E. 2,DC,0,0,0,0
2034,J'onn J'onzz,Martian Manhunter,DC,0,1,1,0
2035,Jack,Metal Men#Members,DC,0,0,0,0
2036,Jack of Clubs,Royal Flush Gang#First Gang: Clubs,DC,0,0,0,0
2037,Jack of Fire,The Pentacle#Membership,DC,0,0,0,0
2038,Jack O'Lantern,Jack O'Lantern (DC Comics),DC,0,1,1,0
2039,Jack the Ripper,Jack the Ripper fiction#Comics,DC,0,0,0,0
2040,Jackal,Deathstroke#Origins,DC,0,0,0,0
2041,Jackhammer,Demolition Team#Members,DC,0,0,0,0
2042,Jade,Jade (DC Comics),DC,0,0,0,0
2043,Jacob Ashe,Cinder and Ashe#Plot summary,DC,0,0,0,0
2044,Jakeem Thunder,Jakeem Thunder,DC,0,0,1,0
2045,Jinx,Jinx (DC Comics),DC,0,0,0,0
2046,Johnny Thunder,Johnny Thunder,DC,0,1,1,0
2047,Joker,Joker (DC Comics),DC,0,1,0,1
2048,Katana,Katana (DC Comics),DC,0,0,0,0
2049,Kelex,Kelex,DC,0,0,0,0
2050,Kid Eternity,Kid Eternity,DC,0,0,0,0
2051,Kid Flash,Kid Flash,DC,0,1,1,0
2052,King Standish,King Standish,DC,0,0,0,0
2053,Killer Croc,Killer Croc,DC,0,1,0,1
2054,Killer Frost,Killer Frost,DC,1,0,0,1
2055,Killer Moth,Killer Moth,DC,0,1,0,1
2056,Kobra,Kobra (DC Comics),DC,0,0,0,0
2057,Kole,Kole,DC,1,0,1,0
2058,L-Ron,L-Ron,DC,0,0,0,0
2059,Lady Blackhawk,Lady Blackhawk,DC,1,0,1,0
2060,Lady Quark,Lady Quark,DC,0,0,0,0
2061,Lady Shiva,Lady Shiva,DC,1,0,0,1
2062,Lady Styx,Lady Styx,DC,0,0,0,0
2063,Lady Vic,Lady Vic,DC,1,0,0,1
2064,Lagomorph,Inferior Five#Superior Five,DC,0,0,0,0
2065,Lagoon Boy,Lagoon Boy,DC,0,0,0,0
2066,Larry Lance,Larry Lance,DC,0,0,0,0
2067,Lois Lane,Lois Lane,DC,0,0,0,0
2068,Lucy Lane,Lucy Lane,DC,0,0,0,0
2069,Sam Lane,Sam Lane (comics),DC,0,1,0,1
2070,Lana Lang,Lana Lang,DC,0,0,0,0
2071,Lara,Lara (character),DC,0,0,0,0
2072,Larfleeze,Larfleeze,DC,0,0,0,0
2073,Bat Lash,Bat Lash,DC,0,0,0,0
2074,Lashina,Lashina,DC,1,0,0,1
2075,Legion,Legion (DC Comics),DC,0,1,0,1
2076,Lori Lemaris,Lori Lemaris,DC,0,0,0,0
2077,Liberty Belle,Liberty Belle (comics),DC,0,0,0,0
2078,Lightning,Lightning (DC Comics),DC,0,0,0,0
2079,Lilith Clay,Lilith Clay,DC,0,0,0,0
2080,Livewire,Livewire (DC Comics),DC,0,0,0,0
2081,Lobo,Lobo (DC Comics),DC,0,1,0,1
2082,Gillian B. Loeb,Gillian B. Loeb,DC,0,0,0,0
2083,Steve Lombard,Steve Lombard,DC,0,0,0,0
2084,Looker,Looker (character),DC,0,0,0,0
2085,Maxwell Lord,Maxwell Lord,DC,0,1,0,1
2086,Lucifer,Lucifer (DC Comics),DC,0,1,0,1
2087,Lena Luthor,Lena Luthor,DC,0,0,0,0
2088,Lex Luthor,Lex Luthor,DC,0,1,0,1
2089,Lionel Luthor,Lionel Luthor,DC,0,0,0,0
2090,Lynx,Lynx (comics),DC,0,0,0,0
2091,Magpie,Magpie (character),DC,0,0,0,0
2092,Mammoth,Mammoth (comics),DC,0,0,0,0
2093,Bruno Mannheim,Bruno Mannheim,DC,0,0,0,0
2094,Minister Blizzard,Minister Blizzard,DC,0,1,0,1
2095,Mongul,Mongul,DC,0,1,0,1
2096,Alex Montez,Eclipso#Alex Montez,DC,0,0,0,0
2097,Mutant Leader,Mutants (DC Comics),DC,0,0,0,0
2098,Naiad,Naiad (character),DC,0,0,0,0
2099,Natas,Natas (character),DC,0,0,0,0
2100,Nebula Man,Nebula Man,DC,0,0,0,0
2101,Negative Man,Negative Man,DC,0,1,1,0
2102,Nekron,Nekron,DC,0,0,0,0
2103,Nemesis,Nemesis (DC Comics),DC,0,1,1,0
2104,Nemesis Kid,Nemesis Kid,DC,0,0,0,0
2105,Neon the Unknown,Neon the Unknown,DC,0,0,0,0
2106,Neutron,Neutron (DC Comics),DC,0,0,0,0
2107,New Wave,Masters of Disaster (comics),DC,0,0,0,0
2108,Carter Nichols,Professor Carter Nichols,DC,0,0,0,0
2109,Nighthawk,Nighthawk (DC Comics),DC,0,0,0,0
2110,Nightmaster,Nightmaster,DC,0,0,0,0
2111,Nightrider,Nightrider (DC Comics),DC,0,0,0,0
2112,Nightrunner,Nightrunner (character),DC,0,0,0,0
2113,Nightshade,Nightshade (DC Comics),DC,0,0,0,1
2114,Nightslayer,Nightslayer,DC,0,1,0,1
2115,Nightwing,Nightwing,DC,0,1,1,0
2116,Nite Owl,Nite Owl,DC,0,1,1,0
2117,Nite-Wing,Nite-Wing,DC,0,1,0,1
2118,Nocturna,Nocturna (DC Comics),DC,0,0,0,0
2119,Non,Non (comics),DC,0,0,0,0
2120,Noose,Intergang,DC,0,0,0,0
2121,Northwind,Northwind (comics),DC,0,0,0,0
2122,Nyxlygsptlnz,Ms. Gsptlsnz,DC,0,0,0,0
2123,Orca,Orca (DC Comics),DC,0,0,0,0
2124,Phosphorus Rex,Phosphorus Rex,DC,0,1,0,1
2125,Prankster,Prankster (comics),DC,0,0,0,0
2126,Prestor Jon,Prestor Jon,DC,0,0,0,0
2127,Protector,Protector (DC Comics),DC,0,0,0,0
2128,Professor Pyg,Professor Pyg,DC,0,1,0,1
2129,Quakemaster,Quakemaster,DC,0,0,0,0
2130,Ravan,Ravan (comics),DC,0,0,0,0
2131,Raven,Raven (DC Comics),DC,1,0,0,0
2132,Red Arrow,Roy Harper (character)|Emiko Queen,DC,0,1,1,0
2133,Red Star,Red Star (comics),DC,0,0,0,0
2134,Red Tornado,Red Tornado|Red Tornado (identity),DC,0,1,1,0
2135,Robin,Robin (DC Comics),DC,0,1,1,0
2136,Harper Row,Harper Row,DC,0,0,0,0
2137,Sardath,Sardath,DC,0,0,0,0
2138,Sin,Sin (DC Comics),DC,0,0,0,0
2139,Slobo,Li'l Lobo,DC,0,0,0,0
2140,Felicity Smoak,Felicity Smoak,DC,0,0,0,0
2141,Johnny Sorrow,Johnny Sorrow,DC,0,0,0,0
2142,Speed Demon,Jimmy Olsen,DC,0,0,1,0
2143,Cornelius Stirk,Cornelius Stirk,DC,0,1,0,1
2144,Silas Stone,Silas Stone,DC,0,0,0,0
2145,Super-Hip,Super-Hip,DC,0,0,0,0
2146,Super-Turtle,Super-Turtle,DC,0,0,0,0
2147,Superboy,Superboy,DC,0,1,1,0
2148,Supergirl,Supergirl,DC,1,0,1,0
2149,Superman,Superman,DC,0,1,1,0
2150,Superman robots,Superman robots,DC,0,0,0,0
2151,Supernova,Supernova (DC Comics),DC,0,0,0,0
2152,Superwoman,Superwoman,DC,1,0,0,1
2153,Tally Man,Tally Man,DC,0,1,0,1
2154,TNT,TNT (character),DC,0,0,0,0
2155,Turtle,Turtle (comics),DC,0,1,0,1
2156,Ubu,League of Assassins#Members,DC,0,0,0,0
2157,Ultimon,Big Science Action#Ultimon,DC,0,0,0,0
2158,Ultra Boy,Ultra Boy,DC,0,0,0,0
2159,Ultra the Multi-Alien,Ultra the Multi-Alien,DC,0,0,0,0
2160,Ultraa,Ultraa,DC,0,0,0,0
2161,Ultra-Humanite,Ultra-Humanite,DC,0,1,0,1
2162,Ultra-Man,Ultra-Man,DC,0,0,0,0
2163,Ultraman,Ultraman (DC Comics),DC,0,1,0,1
2164,Umbaluru,Umbaluru,DC,0,0,0,0
2165,Uncle Marvel,Uncle Marvel,DC,0,1,1,0
2166,Uncle Sam,Uncle Sam (comics),DC,0,1,1,0
2167,Unity Kinkaid,Characters of The Sandman#Unity Kinkaid,DC,0,0,0,0
2168,Universo,Universo,DC,0,0,0,0
2169,Unknown Soldier,Unknown Soldier (DC Comics),DC,0,0,0,0
2170,Usil,Axis Amerika#Members,DC,0,0,0,0
2171,V,V (character),DC,0,0,0,0
2172,Warlock's Daughter,Warlock's Daughter,DC,0,0,0,0
2173,Warlord,Warlord (DC Comics),DC,0,0,0,0
2174,Warp,Warp (comics),DC,0,1,0,1
2175,Waverider,Waverider (character),DC,0,0,0,0
2176,Weapons Master,Weapons Master,DC,0,0,0,0
2177,Weather Wizard,Weather Wizard,DC,0,0,0,0
2178,Web,Web (character),DC,0,0,0,0
2179,Weeper,Weeper (DC Comics),DC,0,0,0,0
2180,Weird,Weird (comics),DC,0,0,0,0
2181,Paul Westfield,Paul Westfield,DC,0,0,0,0
2182,Whip,Whip (comics),DC,0,0,0,0
2183,White Witch,White Witch (comics),DC,0,0,0,0
2184,Perry White,Perry White,DC,0,0,0,0
2185,Wild Dog,Wild Dog (comics),DC,0,1,1,0
2186,Wildebeest,Wildebeest (comics),DC,0,0,0,0
2187,Wildfire,Wildfire (comics),DC,0,1,1,0
2188,Wildstar,Wildstar (DC Comics),DC,0,0,0,0
2189,Rose Wilson,Rose Wilson,DC,1,0,0,1
2190,Woozy Winks,Woozy Winks,DC,0,0,0,0
2191,Wintergreen,Wintergreen (comics),DC,0,0,0,0
2192,Wizard,Wizard (DC Comics),DC,0,1,0,1
2193,Wonder Boy,Wonder Boy (character),DC,0,0,0,0
2194,Wonder Girl,Wonder Girl (Cassie Sandsmark),DC,1,0,1,0
2195,Wonder Twins,Wonder Twins,DC,1,0,1,0
2196,Wonder Woman,Wonder Woman,DC,1,0,1,0
2197,Wotan,Wotan (comics),DC,0,0,0,0
2198,Wrath,Wrath (comics),DC,0,1,0,1
2199,Yellow Lantern,Hal Jordan#Other versions,DC,0,0,0,0
2200,Yellow Peri,Yellow Peri,DC,0,0,0,0
2201,Yellowjacket,Yellowjacket (Charlton Comics),DC,0,1,1,0
2202,Zara,Zara (character),DC,0,0,0,0
2203,Zatanna,Zatanna,DC,1,0,1,0
2204,Zatara,Zatara,DC,0,1,1,0
2205,Zachary Zatara,Zachary Zatara,DC,0,1,1,0
2206,Zauriel,Zauriel,DC,0,1,1,0
2207,Zebra-Man,Zebra-Man,DC,0,0,0,0
2208,Zeus,Zeus (DC Comics),DC,0,0,0,0
2209,Zookeeper,Zookeeper (comics),DC,0,1,0,1
2210,Zor-El,Zor-El,DC,0,1,0,1
2211,Tony Zucco,Tony Zucco,DC,0,1,0,1
2212,Val Colby,Lex Luthor#Relationships and family,DC,0,0,0,0
2213,Valda,Valda the Iron Maiden,DC,1,0,1,0
2214,"Vale, Emmet",Metallo#Jor-El's Robot,DC,0,0,0,0
2215,"Vale, Jimmie",Batman and Robin (serial)#Cast,DC,0,0,0,0
2216,Val-El,Jor-El#His accomplishments,DC,0,0,0,0
2217,Valentina Armorr,Karate Kid (comics)#Fictional character biography,DC,0,0,0,0
2218,Valentina Vostok,Valentina Vostok,DC,0,0,0,0
2219,"Valestra, Salvatore",Batman: Mask of the Phantasm#Plot,DC,0,0,0,0
2220,Validus,Validus,DC,0,0,0,0
2221,Vampirus,Super Friends#Other DC Comics villains,DC,0,0,0,0
2222,Vandal,Omega Men#Later members,DC,0,0,0,0
2223,Vandal Savage,Vandal Savage,DC,0,1,0,1
2224,"Vane, Commissioner",Gotham City Police Department#Commissioners,DC,0,0,0,0
2225,Van-El,For the Man Who Has Everything#Plot,DC,0,0,0,0
2226,Vanessa Van Helsing,Night Force#Characters,DC,0,0,0,0
2227,Vanguard,Shining Knight#Ystina,DC,0,0,0,0
2228,"Van'n Intraktus, Magaan",Green Lantern Corps#First attempt of rebuilding the Green Lantern Corps,DC,0,0,0,0
2229,"Vanzetti, Jocko-Boy",Tony Zucco#Other versions,DC,0,0,0,0
2230,Vapor,The Conglomerate (comics)#Fictional background,DC,0,0,0,0
2231,Vara,Superman & Batman: Generations#Generations 3,DC,0,0,0,0
2232,Vartox,Vartox,DC,0,0,0,0
2233,Vath Sarn,Vath Sarn,DC,0,0,0,0
